DATE,Mexc
03/06/2015,-0.0084746
04/06/2015,-0.0056899
05/06/2015,0.0042706
08/06/2015,-0.002845
09/06/2015,-0.0048549
10/06/2015,0.0005724
11/06/2015,0.0008578
12/06/2015,0.007689
15/06/2015,-0.0028408
16/06/2015,-0.000854
17/06/2015,-0.0019951
18/06/2015,-0.003716
19/06/2015,0.0022886
22/06/2015,-0.0017159
23/06/2015,0.0002863
24/06/2015,0.0057061
25/06/2015,-0.0037053
26/06/2015,0.0042739
29/06/2015,0.0011368
30/06/2015,-0.0074115
02/07/2015,0.0025527
03/07/2015,-0.0034051
06/07/2015,0.0039716
07/07/2015,0.0050833
08/07/2015,0.0011263
09/07/2015,0.0002811
10/07/2015,-0.000844
13/07/2015,-0.0062132
14/07/2015,0.0033937
15/07/2015,0.0002825
16/07/2015,0.0019736
21/07/2015,0.0005608
22/07/2015,-0.0005608
23/07/2015,0.0011213
24/07/2015,-0.0044932
27/07/2015,-0.002254
28/07/2015,-0.0014114
29/07/2015,-0.0008478
30/07/2015,0.0022593
31/07/2015,-0.0008469
04/08/2015,0.0005643
05/08/2015,0.0016909
06/08/2015,0.0016885
07/08/2015,0.0011239
10/08/2015,0.0011227
11/08/2015,-0.0016847
12/08/2015,-0.0036592
14/08/2015,0.0011292
17/08/2015,0
18/08/2015,0
19/08/2015,0.0008459
20/08/2015,0.0030954
21/08/2015,-0.005918
24/08/2015,-0.0036812
25/08/2015,-0.007689
26/08/2015,0.0005717
27/08/2015,0.0042765
28/08/2015,0.0008531
31/08/2015,-0.0008531
01/09/2015,-0.0019934
02/09/2015,0.0005698
03/09/2015,0.0059652
04/09/2015,0.0028279
08/09/2015,0.0005648
09/09/2015,-0.0008471
10/09/2015,0
11/09/2015,-0.0042465
15/09/2015,-0.0011342
16/09/2015,0.0002835
17/09/2015,0.0042465
22/09/2015,0.0005643
23/09/2015,0.0064669
28/09/2015,0.0014055
29/09/2015,-0.0028129
30/09/2015,-0.0022562
01/10/2015,-0.0011299
02/10/2015,0.0090041
05/10/2015,-0.0033669
06/10/2015,-0.0022511
07/10/2015,-0.0031033
08/10/2015,0.001976
09/10/2015,0
13/10/2015,0.0005639
16/10/2015,-0.0045226
21/10/2015,-0.0028207
22/10/2015,0.0014114
23/10/2015,0.0014093
26/10/2015,0.0056181
27/10/2015,0
28/10/2015,0.0016792
29/10/2015,0.0030713
30/10/2015,0.0016713
02/11/2015,-0.0013924
03/11/2015,0.0005572
05/11/2015,0.0002782
06/11/2015,0.0005565
09/11/2015,0.0069301
10/11/2015,0
12/11/2015,-0.0030432
13/11/2015,0.0002768
16/11/2015,-0.0147901
17/11/2015,0.0175564
19/11/2015,-0.0035977
20/11/2015,-0.0011096
23/11/2015,0.0013869
24/11/2015,-0.0008318
25/11/2015,0.0041523
27/11/2015,0
30/11/2015,0.0035849
01/12/2015,0.0011003
02/12/2015,-0.0046852
07/12/2015,0.007472
08/12/2015,-0.0019319
09/12/2015,0
10/12/2015,-0.0069301
11/12/2015,0.005548
14/12/2015,-0.0063827
15/12/2015,0.0063827
16/12/2015,0
17/12/2015,0
18/12/2015,-0.0036027
21/12/2015,-0.001389
22/12/2015,0.0022216
23/12/2015,-0.0013878
29/12/2015,0
30/12/2015,0.0011163
31/12/2015,0
04/01/2016,0.0019507
05/01/2016,0.0008347
06/01/2016,0.005548
07/01/2016,0.0022104
11/01/2016,-0.0011072
12/01/2016,-0.0091808
13/01/2016,0.0069628
15/01/2016,-0.0027719
19/01/2016,0
20/01/2016,0.001941
21/01/2016,0
22/01/2016,0
26/01/2016,0.0027664
27/01/2016,-0.0024893
28/01/2016,-0.0024955
29/01/2016,0.0008326
02/02/2016,0
03/02/2016,0.0013859
04/02/2016,-0.0080655
05/02/2016,-0.0008383
09/02/2016,-0.0002794
10/02/2016,-0.0005593
11/02/2016,-0.0072992
12/02/2016,0.0011263
16/02/2016,0.0022492
17/02/2016,0.0025241
18/02/2016,0
19/02/2016,-0.0014014
23/02/2016,-0.0002811
24/02/2016,-0.0014055
25/02/2016,0.0114672
26/02/2016,-0.0011129
29/02/2016,0.0016689
01/03/2016,-0.0008342
02/03/2016,0.00139
03/03/2016,-0.0011117
04/03/2016,-0.0044594
08/03/2016,0
09/03/2016,0.0013957
11/03/2016,-0.0061555
14/03/2016,-0.0016854
15/03/2016,0.0016854
16/03/2016,0.0005612
17/03/2016,-0.0061903
18/03/2016,-0.0016949
21/03/2016,-0.0005658
22/03/2016,-0.0042522
23/03/2016,0.0019867
24/03/2016,0.0045261
29/03/2016,0.0064855
30/03/2016,-0.0008438
31/03/2016,-0.009042
01/04/2016,-0.000284
04/04/2016,-0.0028434
05/04/2016,-0.0011394
06/04/2016,0.002562
07/04/2016,-0.0045595
11/04/2016,0.000571
12/04/2016,-0.0002854
13/04/2016,0
14/04/2016,0.0017118
15/04/2016,0.0014243
18/04/2016,0.0022745
19/04/2016,0
20/04/2016,-0.0036988
21/04/2016,0.0014243
22/04/2016,-0.0008545
25/04/2016,-0.0025673
26/04/2016,0.0025673
27/04/2016,-0.0028529
28/04/2016,0
29/04/2016,0.0019979
03/05/2016,0.0113797
04/05/2016,-0.0022655
05/05/2016,-0.0068281
06/05/2016,0.0014265
09/05/2016,0
10/05/2016,-0.0005703
11/05/2016,-0.0005708
12/05/2016,-0.0025716
13/05/2016,0.005137
16/05/2016,0
17/05/2016,-0.0017095
18/05/2016,0.0017095
19/05/2016,-0.0002849
20/05/2016,0.0059619
23/05/2016,-0.0034025
24/05/2016,-0.000284
26/05/2016,0.0127826
27/05/2016,-0.0050936
31/05/2016,0.0084746
02/06/2016,-0.0008428
03/06/2016,0.0022466
08/06/2016,-0.0002825
09/06/2016,-0.0011311
10/06/2016,0.0008483
13/06/2016,0.005918
14/06/2016,0
15/06/2016,-0.0053527
16/06/2016,0.0031023
17/06/2016,-0.000845
20/06/2016,0.0005634
21/06/2016,-0.0019736
23/06/2016,-0.0036833
24/06/2016,0.0070713
27/06/2016,0.003938
28/06/2016,-0.0002806
29/06/2016,-0.0050676
30/06/2016,0.0053482
08/07/2016,-0.0014071
12/07/2016,-0.0008459
13/07/2016,-0.0005643
14/07/2016,-0.0005648
15/07/2016,0.0008469
18/07/2016,-0.000282
19/07/2016,0.0014102
20/07/2016,-0.0008459
21/07/2016,-0.0011292
22/07/2016,0.0025384
26/07/2016,-0.0011282
27/07/2016,0.0011282
28/07/2016,-0.0022573
29/07/2016,0
02/08/2016,0
03/08/2016,-0.0084794
04/08/2016,-0.0005679
05/08/2016,0.0011353
08/08/2016,-0.0008514
09/08/2016,0.0022688
10/08/2016,-0.0019848
11/08/2016,0.0005674
12/08/2016,-0.0005674
16/08/2016,-0.0008519
17/08/2016,-0.0019906
18/08/2016,-0.0002849
19/08/2016,-0.0005696
22/08/2016,-0.0019963
23/08/2016,0.0005708
24/08/2016,0.0051224
25/08/2016,-0.0059786
26/08/2016,0
29/08/2016,0.0102272
30/08/2016,-0.0042486
31/08/2016,-0.0008519
01/09/2016,0.000284
02/09/2016,0.0034025
07/09/2016,-0.0016997
08/09/2016,-0.0008509
09/09/2016,0
15/09/2016,-0.0008488
16/09/2016,0
19/09/2016,-0.0002832
20/09/2016,-0.0011332
22/09/2016,-0.0005648
23/09/2016,0.0019751
26/09/2016,-0.0056531
27/09/2016,0.0014164
28/09/2016,0
29/09/2016,0
30/09/2016,0.0042367
04/10/2016,0
05/10/2016,-0.0028226
06/10/2016,-0.0002825
07/10/2016,0.0014124
11/10/2016,0.0016928
12/10/2016,0.005621
13/10/2016,-0.0008409
14/10/2016,0.0005608
18/10/2016,0.0028064
19/10/2016,-0.0042129
21/10/2016,0.0025241
24/10/2016,0.0008399
25/10/2016,0
26/10/2016,0.0036318
27/10/2016,0.0011148
28/10/2016,-0.0005572
31/10/2016,-0.0011156
01/11/2016,0.0022297
03/11/2016,-0.0005569
04/11/2016,-0.0013938
07/11/2016,-0.0039129
08/11/2016,0.0002801
09/11/2016,-0.0016811
10/11/2016,-0.0022459
14/11/2016,0.0075598
15/11/2016,0
16/11/2016,-0.0002789
17/11/2016,-0.0008373
21/11/2016,-0.0022414
22/11/2016,0.0094919
23/11/2016,-0.0044556
25/11/2016,0.0027869
28/11/2016,0.0038888
29/11/2016,0.0002773
30/11/2016,-0.0011091
05/12/2016,0.0005565
06/12/2016,0.0002782
07/12/2016,-0.0005565
08/12/2016,-0.0008352
09/12/2016,0.0027816
13/12/2016,-0.0002782
14/12/2016,-0.0033443
15/12/2016,0.0016737
16/12/2016,0.0038941
19/12/2016,0.0008326
20/12/2016,-0.0016656
21/12/2016,0
22/12/2016,0.0016656
23/12/2016,-0.0027778
28/12/2016,0.002501
29/12/2016,0
30/12/2016,-0.0008328
03/01/2017,-0.0016682
04/01/2017,0.0124433
05/01/2017,-0.0102198
06/01/2017,0.0013871
10/01/2017,0.0077415
11/01/2017,-0.0085742
12/01/2017,-0.0008337
13/01/2017,0.0008337
17/01/2017,-0.0036178
18/01/2017,-0.0011156
19/01/2017,0.0005579
20/01/2017,-0.0008371
24/01/2017,0.0055695
25/01/2017,0.0008328
26/01/2017,0
27/01/2017,-0.0117223
30/01/2017,0.0117223
31/01/2017,-0.0136895
02/02/2017,0
03/02/2017,0.0011246
06/02/2017,0.0053244
07/02/2017,-0.006449
08/02/2017,0.006449
10/02/2017,-0.0078564
13/02/2017,-0.0008454
14/02/2017,0.01372
15/02/2017,0
16/02/2017,-0.0114672
17/02/2017,-0.0011258
21/02/2017,0.0005631
22/02/2017,0.0131416
23/02/2017,-0.013423
28/02/2017,0.0014102
02/03/2017,-0.0014088
03/03/2017,0.0014088
07/03/2017,-0.0014067
08/03/2017,0.000844
09/03/2017,0.0123012
10/03/2017,-0.0131452
13/03/2017,-0.0011268
14/03/2017,0.0002818
15/03/2017,0.005059
16/03/2017,-0.0061867
17/03/2017,-0.0022593
21/03/2017,-0.0002825
22/03/2017,0.0016949
23/03/2017,0.0120635
24/03/2017,-0.0160229
27/03/2017,0.015465
28/03/2017,-0.0180185
30/03/2017,0.0034032
31/03/2017,-0.0039716
03/04/2017,-0.0008531
04/04/2017,0.0014215
05/04/2017,0.0005679
06/04/2017,0.0017021
07/04/2017,0.0014164
10/04/2017,-0.0002832
11/04/2017,-0.0014164
12/04/2017,0.003679
13/04/2017,-0.0002825
19/04/2017,-0.0011311
20/04/2017,-0.0014155
21/04/2017,-0.0022688
24/04/2017,-0.0068376
25/04/2017,0.0005717
26/04/2017,0
27/04/2017,-0.0025749
28/04/2017,-0.0025814
02/05/2017,0.0020084
03/05/2017,-0.0043085
04/05/2017,0.0017254
05/05/2017,-0.0072098
08/05/2017,0.0017352
09/05/2017,0.0011551
10/05/2017,0.0086207
11/05/2017,0.0062747
12/05/2017,0.0014207
15/05/2017,-0.0005679
16/05/2017,-0.0037
17/05/2017,-0.0091665
18/05/2017,0.00488
19/05/2017,0.0057111
22/05/2017,-0.0082915
23/05/2017,-0.0002873
24/05/2017,0
26/05/2017,-0.0008624
30/05/2017,0.0014369
31/05/2017,-0.0014369
02/06/2017,-0.000864
06/06/2017,-0.002306
09/06/2017,0.0034571
12/06/2017,0.0020113
13/06/2017,-0.0040264
14/06/2017,0.0023026
15/06/2017,0.0002875
16/06/2017,0.0022969
19/06/2017,-0.0040231
20/06/2017,0.002588
21/06/2017,-0.0020123
22/06/2017,0.0020123
23/06/2017,0.0005744
28/06/2017,-0.0049014
29/06/2017,-0.0020251
30/06/2017,-0.0014489
05/07/2017,-0.0002897
06/07/2017,-0.0017407
07/07/2017,0.0011609
10/07/2017,-0.0002902
12/07/2017,-0.0002906
13/07/2017,-0.000581
14/07/2017,-0.0014546
17/07/2017,-0.0008738
18/07/2017,-0.0064309
19/07/2017,0.0014653
20/07/2017,0
21/07/2017,-0.0108938
24/07/2017,0.0008879
26/07/2017,-0.004153
27/07/2017,0
28/07/2017,-0.0050664
31/07/2017,-0.0080996
01/08/2017,-0.0054364
02/08/2017,-0.0021222
03/08/2017,0.0042398
04/08/2017,-0.0042398
07/08/2017,0.0060515
09/08/2017,-0.0009081
10/08/2017,0.0009081
11/08/2017,0.0090361
14/08/2017,-0.0039055
15/08/2017,0.0030057
16/08/2017,0.0014994
17/08/2017,0.0032909
18/08/2017,-0.0035906
21/08/2017,0.0020962
22/08/2017,-0.0038965
23/08/2017,-0.0024052
24/08/2017,-0.0021093
25/08/2017,0
28/08/2017,-0.0090911
29/08/2017,-0.0070262
30/08/2017,0
31/08/2017,0.000613
05/09/2017,0.0039294
06/09/2017,-0.0066588
12/09/2017,0.0051491
13/09/2017,-0.0006008
14/09/2017,0.0021012
15/09/2017,0.0020969
18/09/2017,0
19/09/2017,-0.0005987
20/09/2017,0.0002995
22/09/2017,0.005686
25/09/2017,-0.0047863
26/09/2017,0.0029941
27/09/2017,0.0044744
28/09/2017,0.008889
29/09/2017,0.002357
02/10/2017,-0.0008831
03/10/2017,-0.0014739
04/10/2017,0
05/10/2017,0
06/10/2017,0.0029454
10/10/2017,0.0035231
11/10/2017,-0.0026412
12/10/2017,-0.0008819
13/10/2017,-0.0014715
17/10/2017,0.001476
18/10/2017,0.0014739
23/10/2017,-0.0032394
24/10/2017,0.0014739
27/10/2017,0.0117476
30/10/2017,0
31/10/2017,-0.0005841
03/11/2017,0.0023344
06/11/2017,-0.0017502
07/11/2017,0.0072727
08/11/2017,-0.0014503
09/11/2017,-0.0043638
10/11/2017,0.0029113
13/11/2017,-0.0005815
14/11/2017,-0.0052495
15/11/2017,-0.0073366
16/11/2017,0
17/11/2017,0.0029411
20/11/2017,-0.004415
21/11/2017,0.0014739
22/11/2017,-0.0014739
24/11/2017,-0.0029542
27/11/2017,-0.0059347
29/11/2017,0.0074351
04/12/2017,0.0059524
05/12/2017,0.0002968
06/12/2017,0.0020742
07/12/2017,0
08/12/2017,0.0064917
11/12/2017,-0.0014715
13/12/2017,0.009409
14/12/2017,-0.0043993
15/12/2017,-0.0002942
18/12/2017,-0.0061936
19/12/2017,0.0073693
20/12/2017,-0.0147934
21/12/2017,0.0103784
22/12/2017,0
27/12/2017,-0.0127733
28/12/2017,0.0074461
29/12/2017,-0.0044611
03/01/2018,-0.0135036
04/01/2018,0.0045216
05/01/2018,0.005399
09/01/2018,0
10/01/2018,0.0044744
11/01/2018,-0.0020857
12/01/2018,-0.0129073
16/01/2018,-0.0075815
19/01/2018,0.0024323
23/01/2018,0
24/01/2018,-0.0107117
25/01/2018,-0.0030816
26/01/2018,-0.0030913
29/01/2018,0.0037084
30/01/2018,-0.0037084
02/02/2018,-0.0077701
05/02/2018,0.0062211
06/02/2018,0.0123267
07/02/2018,-0.0061443
08/02/2018,0.0152907
09/02/2018,-0.0015185
12/02/2018,0
14/02/2018,-0.0091605
15/02/2018,-0.0154562
20/02/2018,0.0172949
21/02/2018,0.0027521
22/02/2018,0.0015254
27/02/2018,0.0106628
28/02/2018,0.0165291
01/03/2018,-0.0089819
02/03/2018,-0.0060332
05/03/2018,0
07/03/2018,-0.0045419
08/03/2018,0.0045419
09/03/2018,-0.0030255
13/03/2018,0.0030255
14/03/2018,-0.0039351
15/03/2018,0.0054448
16/03/2018,0.001507
19/03/2018,0.0045078
21/03/2018,0.001514
22/03/2018,-0.0030303
23/03/2018,0.0030303
26/03/2018,-0.0091186
27/03/2018,-0.0030582
28/03/2018,0.007628
29/03/2018,0.0090771
03/04/2018,0.0074461
04/04/2018,-0.0029716
05/04/2018,-0.0005953
06/04/2018,0
10/04/2018,-0.0008924
11/04/2018,0
12/04/2018,0.0008924
13/04/2018,0.0005946
16/04/2018,0.000891
17/04/2018,-0.000891
18/04/2018,-0.0020823
19/04/2018,0
20/04/2018,0.0014877
23/04/2018,0.0065205
24/04/2018,0
25/04/2018,-0.000591
26/04/2018,0
27/04/2018,0.0079494
30/04/2018,0
02/05/2018,0.0087593
03/05/2018,0.0014524
04/05/2018,-0.0014524
07/05/2018,0.0029027
08/05/2018,0.000869
09/05/2018,-0.0014489
10/05/2018,0.0005798
11/05/2018,-0.0014503
14/05/2018,0
15/05/2018,0.0014503
16/05/2018,-0.0072727
17/05/2018,0.00437
18/05/2018,0.0057969
21/05/2018,-0.0028942
22/05/2018,-0.0029027
23/05/2018,0.0029027
24/05/2018,0.0043385
29/05/2018,-0.0083587
30/05/2018,0.0086455
31/05/2018,-0.0071995
05/06/2018,0.0043893
06/06/2018,-0.001461
07/06/2018,-0.0043955
08/06/2018,-0.0029411
11/06/2018,-0.0014739
12/06/2018,0.0014739
13/06/2018,0.0131676
14/06/2018,0.0008717
18/06/2018,-0.0017123
19/06/2018,0.0045595
21/06/2018,-0.0014236
22/06/2018,-0.0057142
25/06/2018,-0.0043073
26/06/2018,-0.0028818
27/06/2018,0.0043194
28/06/2018,-0.0028775
29/06/2018,-0.001442
03/07/2018,0.0014377
05/07/2018,-0.0072098
06/07/2018,0.0002894
09/07/2018,-0.0090103
10/07/2018,0.0058224
12/07/2018,0.0028942
13/07/2018,-0.0087082
16/07/2018,0
17/07/2018,0.0029113
18/07/2018,0.0043509
19/07/2018,-0.0043509
20/07/2018,0
23/07/2018,-0.0029113
24/07/2018,-0.0073152
25/07/2018,0.0058565
26/07/2018,-0.002924
27/07/2018,0.002924
01/08/2018,0.0029154
06/08/2018,0.0037665
07/08/2018,-0.0008681
08/08/2018,-0.0028985
09/08/2018,0
10/08/2018,0.0063655
14/08/2018,-0.0028696
16/08/2018,0.0014358
17/08/2018,-0.0057552
20/08/2018,0.0028818
23/08/2018,0.0005815
24/08/2018,-0.0061235
27/08/2018,0.0040865
28/08/2018,0.0005825
29/08/2018,-0.0014567
30/08/2018,0
31/08/2018,0.0014567
04/09/2018,0.0037775
05/09/2018,-0.0008705
06/09/2018,-0.002907
07/09/2018,0.0014546
13/09/2018,0.0014503
17/09/2018,-0.0014503
18/09/2018,-0.002907
19/09/2018,0
20/09/2018,-0.0014567
24/09/2018,0.0005853
25/09/2018,0.0008776
26/09/2018,0.001461
27/09/2018,-0.001461
28/09/2018,0.0049584
01/10/2018,0.0037754
02/10/2018,0.0014482
03/10/2018,-0.0011585
04/10/2018,-0.0002897
05/10/2018,-0.0014503
09/10/2018,0.0034771
11/10/2018,-0.0037611
12/10/2018,-0.0046484
16/10/2018,-0.0034873
17/10/2018,0.0034873
18/10/2018,-0.0020328
19/10/2018,0.0081065
22/10/2018,-0.0037556
23/10/2018,0.0028903
24/10/2018,-0.0014443
25/10/2018,-0.0043445
26/10/2018,0.0101082
29/10/2018,-0.0098181
30/10/2018,0.0075166
31/10/2018,-0.0063565
01/11/2018,0.0086579
05/11/2018,-0.0043194
06/11/2018,0
08/11/2018,-0.0023117
09/11/2018,0.0037537
13/11/2018,0.0014398
14/11/2018,0.0014377
15/11/2018,-0.0014377
16/11/2018,-0.0005758
21/11/2018,0.0028942
23/11/2018,-0.001446
26/11/2018,0.0028903
27/11/2018,0
28/11/2018,0.0005767
30/11/2018,-0.0005796
03/12/2018,-0.0101967
04/12/2018,0.002924
05/12/2018,0.009589
06/12/2018,-0.0023162
10/12/2018,-0.0072939
11/12/2018,0.0107763
13/12/2018,0.0087209
14/12/2018,-0.0072622
17/12/2018,0.0058141
18/12/2018,-0.0014503
19/12/2018,-0.0043638
20/12/2018,0.0014567
21/12/2018,-0.0073047
24/12/2018,0.0087593
27/12/2018,0.0008705
28/12/2018,-0.0037775
31/12/2018,-0.0014567
03/01/2019,0.0058141
04/01/2019,-0.0023217
09/01/2019,-0.0005832
10/01/2019,0.0005832
11/01/2019,-0.0049684
15/01/2019,0.0035129
16/01/2019,0.0032094
17/01/2019,-0.0067222
18/01/2019,0.0067222
22/01/2019,-0.0052569
23/01/2019,0.0058393
24/01/2019,-0.0014567
25/01/2019,0.0014567
29/01/2019,-0.0014546
30/01/2019,0
31/01/2019,-0.0034995
04/02/2019,0.0005841
06/02/2019,0.0023329
07/02/2019,0.0005825
08/02/2019,0.002907
11/02/2019,0
12/02/2019,0.0014503
13/02/2019,-0.0023217
14/02/2019,0.0008714
15/02/2019,-0.002907
19/02/2019,-0.0014567
20/02/2019,0
21/02/2019,-0.000875
22/02/2019,-0.0026295
26/02/2019,0
27/02/2019,-0.0014696
28/02/2019,0.0049875
01/03/2019,0
05/03/2019,0.0139499
07/03/2019,0
08/03/2019,0.0114777
11/03/2019,-0.0019991
13/03/2019,-0.0065968
14/03/2019,-0.0005758
15/03/2019,-0.000576
18/03/2019,-0.0025964
19/03/2019,0.000289
21/03/2019,-0.0029027
22/03/2019,0.0037718
25/03/2019,0.0049114
26/03/2019,-0.001442
27/03/2019,0.0043194
28/03/2019,0.0014358
29/03/2019,0.0022931
01/04/2019,-0.0008593
02/04/2019,0.0042887
03/04/2019,-0.002857
04/04/2019,-0.000859
05/04/2019,-0.0005727
08/04/2019,-0.0028696
10/04/2019,0.0031524
11/04/2019,-0.0014317
12/04/2019,-0.0028696
15/04/2019,-0.0014377
16/04/2019,-0.0072203
17/04/2019,0.0072203
18/04/2019,0.0014377
23/04/2019,-0.0014317
24/04/2019,0.0042887
25/04/2019,0.0056899
26/04/2019,-0.0028408
29/04/2019,0.0028408
30/04/2019,-0.0128481
02/05/2019,0.0085838
06/05/2019,-0.0042706
07/05/2019,0.0005705
08/05/2019,0
09/05/2019,0.0022786
10/05/2019,-0.0071378
13/05/2019,-0.0014338
15/05/2019,0
16/05/2019,0.0042522
17/05/2019,0.0014136
20/05/2019,-0.0014136
21/05/2019,0.002825
22/05/2019,0
23/05/2019,-0.0008469
28/05/2019,0
29/05/2019,0.0008438
30/05/2019,0.0014043
31/05/2019,0.0047598
10/06/2019,0.0056417
11/06/2019,0
12/06/2019,-0.0028167
13/06/2019,0.0025356
14/06/2019,0.0064507
17/06/2019,0.0058537
18/06/2019,-0.0013907
19/06/2019,0.0047202
20/06/2019,-0.0069492
21/06/2019,-0.0019546
24/06/2019,-0.0081379
25/06/2019,-0.0039527
26/06/2019,0.0056417
27/06/2019,0.0014055
28/06/2019,0.0014038
01/07/2019,0.0028009
02/07/2019,0.0050223
03/07/2019,0
05/07/2019,-0.0036247
08/07/2019,0.006959
09/07/2019,-0.0022216
10/07/2019,-0.006135
12/07/2019,0
15/07/2019,0
16/07/2019,0.0019507
17/07/2019,0
18/07/2019,-0.0019507
19/07/2019,0
22/07/2019,0.0013938
23/07/2019,0.0083218
24/07/2019,0.0027585
26/07/2019,-0.0096886
29/07/2019,0
30/07/2019,0.0083103
31/07/2019,-0.0013802
01/08/2019,0.0013802
02/08/2019,-0.0041466
06/08/2019,0.0082986
07/08/2019,-0.0124741
08/08/2019,0
09/08/2019,0
14/08/2019,0.0013916
15/08/2019,0.00139
16/08/2019,0.0027738
19/08/2019,-0.0013859
20/08/2019,0.0005546
21/08/2019,-0.0005546
22/08/2019,0.0041523
23/08/2019,0
26/08/2019,-0.0041523
27/08/2019,0.0005546
28/08/2019,0.0027685
29/08/2019,-0.0005529
30/08/2019,-0.0013843
04/09/2019,0.0027664
05/09/2019,-0.0013821
06/09/2019,0
10/09/2019,0.0027623
11/09/2019,-0.0013802
12/09/2019,0.0030341
16/09/2019,0.0022061
17/09/2019,0
18/09/2019,-0.0013783
19/09/2019,0.0005517
20/09/2019,0
24/09/2019,0.0008249
25/09/2019,-0.0008249
26/09/2019,0.0013745
02/10/2019,-0.0032842
03/10/2019,0.0005481
04/10/2019,-0.0010965
08/10/2019,0.0068824
09/10/2019,0.0013707
11/10/2019,-0.0013707
16/10/2019,0.0013728
17/10/2019,0
18/10/2019,-0.0021973
22/10/2019,0.0019293
23/10/2019,0.0013757
24/10/2019,-0.0027533
25/10/2019,0.0022032
28/10/2019,0
29/10/2019,0.0027473
30/10/2019,-0.0013728
31/10/2019,-0.0041294
04/11/2019,-0.0005519
05/11/2019,0.0027566
06/11/2019,0.0027487
08/11/2019,-0.0013735
12/11/2019,0.0008242
13/11/2019,0.0016468
14/11/2019,0.0049233
15/11/2019,-0.0013652
19/11/2019,-0.0027361
20/11/2019,0.001369
21/11/2019,0
22/11/2019,0
25/11/2019,0.0013671
26/11/2019,0.0013652
27/11/2019,0
29/11/2019,0.0054421
02/12/2019,-0.0054421
03/12/2019,-0.0027323
04/12/2019,0.0008204
09/12/2019,0.0068259
10/12/2019,-0.0027246
11/12/2019,-0.0016384
13/12/2019,-0.002466
16/12/2019,0.0027397
17/12/2019,0
18/12/2019,0.0013671
19/12/2019,-0.0013671
20/12/2019,-0.0041125
23/12/2019,0.0068448
27/12/2019,-0.0027323
30/12/2019,-0.0027397
03/01/2020,0
06/01/2020,0.0005486
09/01/2020,0.0019159
10/01/2020,0
14/01/2020,0
15/01/2020,0.0041068
17/01/2020,0.0005486
21/01/2020,0.0049233
22/01/2020,-0.000546
23/01/2020,0
24/01/2020,0.0032706
28/01/2020,-0.0013559
29/01/2020,0
30/01/2020,0.0013559
31/01/2020,-0.0032573
03/02/2020,0.0005436
04/02/2020,-0.0013597
05/02/2020,0.0040734
06/02/2020,0
07/02/2020,-0.0059798
12/02/2020,0.0013485
13/02/2020,0.0026917
14/02/2020,0.0026846
18/02/2020,-0.0013413
19/02/2020,0.0053549
20/02/2020,0.0053263
25/02/2020,-0.0016007
26/02/2020,0
27/02/2020,-0.0013361
28/02/2020,0.0079894
02/03/2020,-0.0106668
03/03/2020,0.0040135
04/03/2020,-0.0032096
05/03/2020,-0.0018768
09/03/2020,-0.0013506
10/03/2020,0.0094151
11/03/2020,0.0214548
13/03/2020,0.0023558
16/03/2020,0.005475
17/03/2020,0.0177817
18/03/2020,0.0038242
19/03/2020,-0.0115166
23/03/2020,0
24/03/2020,0.0053427
26/03/2020,-0.0066192
27/03/2020,0.0089004
30/03/2020,-0.0038049
31/03/2020,-0.0025444
01/04/2020,-0.0012746
02/04/2020,0.005089
03/04/2020,0.006325
06/04/2020,0.0025189
07/04/2020,-0.0113852
08/04/2020,0
14/04/2020,0.000253
15/04/2020,-0.000253
16/04/2020,0.0050504
17/04/2020,0.0025158
20/04/2020,0.0037618
21/04/2020,0.0012507
22/04/2020,-0.0062697
23/04/2020,0.0037665
24/04/2020,0.0025032
27/04/2020,0.0012491
28/04/2020,0
29/04/2020,0.001497
30/04/2020,-0.0065033
04/05/2020,0.0037572
05/05/2020,0.0012491
06/05/2020,-0.0050063
07/05/2020,0.0037572
08/05/2020,-0.0072765
11/05/2020,0.0087755
12/05/2020,-0.0052562
13/05/2020,0
14/05/2020,0.0050063
15/05/2020,-0.0050063
18/05/2020,0.0012541
19/05/2020,0.0099752
20/05/2020,-0.0109782
21/05/2020,0
22/05/2020,-0.0002511
26/05/2020,0.0037572
27/05/2020,-0.0025032
28/05/2020,0
29/05/2020,0.0077393
02/06/2020,-0.0137589
03/06/2020,0
04/06/2020,0.0112712
05/06/2020,-0.0087554
08/06/2020,0.0077586
09/06/2020,-0.0087643
10/06/2020,0.0072672
11/06/2020,-0.0075188
12/06/2020,-0.0012586
15/06/2020,0.0012586
16/06/2020,0.0087664
17/06/2020,-0.0087664
18/06/2020,0.0062697
19/06/2020,0
22/06/2020,0.0062306
24/06/2020,0
25/06/2020,0.0024877
26/06/2020,0
29/06/2020,-0.0074813
30/06/2020,0.0049937
01/07/2020,0
02/07/2020,-0.0075002
03/07/2020,0.0020056
06/07/2020,-0.0057766
07/07/2020,0.0037711
08/07/2020,0.0050063
09/07/2020,-0.0024998
10/07/2020,0
13/07/2020,0.0002501
14/07/2020,0.0010006
15/07/2020,-0.0037572
16/07/2020,0.0025065
17/07/2020,0
20/07/2020,0.0024998
21/07/2020,0.0074627
22/07/2020,-0.0074627
23/07/2020,0
24/07/2020,0.0024939
27/07/2020,-0.0112712
28/07/2020,0.0112712
29/07/2020,-0.0112712
03/08/2020,0.0037856
05/08/2020,0
06/08/2020,0
07/08/2020,-0.0042913
